OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
14,08,101,08101,PUEBLO,Pueblo,Pueblo County,36,167116,21.54,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,10064732291.2969,426421.345889861,30
15,08,013,08013,BOULDER,Boulder,Boulder County,154,325476,47.32,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,3280791024.07031,290982.502053684,30
16,08,031,08031,DENVER,Denver,Denver County,769,717797,107.13,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,680063925.65625,341638.127461467,30
17,08,085,08085,MONTROSE,Montrose,Montrose County,31,42260,73.36,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,9473395348.78906,544456.741798932,30
18,08,037,08037,EAGLE,Eagle,Eagle County,333,54863,606.97,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,7395854605.48047,390147.77807481,30
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,9,8177,110.06,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,5384599734.96484,409162.439815051,30
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,5044736712.28125,326902.580049715,30
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,44,69453,63.35,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,148046030.359375,146355.830495437,30
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,21,20028,104.85,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,4328004367.16797,386588.205582361,30
23,08,025,08025,CROWLEY,Crowley,Crowley County,1,5857,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,3373467236.0625,243673.421602718,30
24,08,043,08043,FREMONT,Fremont,Fremont County,3,47912,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,6491723772.80859,368122.636694602,30
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,6600175788.24219,473895.539017731,30
26,08,029,08029,DELTA,Delta,Delta County,4,30936,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,4913548287.83594,340015.070505667,30
27,08,045,08045,GARFIELD,Garfield,Garfield County,45,59807,75.24,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,12911081555.8047,662380.047263359,30
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,14232867247.625,615863.666810983,30
29,08,087,08087,MORGAN,Morgan,Morgan County,16,28503,56.13,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,5761403665.51953,305025.067510655,30
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,11104214487.6953,501503.379966312,30
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,6,26159,22.94,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,8372827720.81641,400009.056123532,30
32,08,001,08001,ADAMS,Adams,Adams County,320,511473,62.56,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 3, 2020",23900,875,126,54,80.17,5210141150.01953,511835.400891218,30
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,3634702483.06641,263045.388781546,30
34,08,089,08089,OTERO,Otero,Otero County,3,18364,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,5290668251.41406,335426.330930159,30
35,08,095,08095,PHILLIPS,Phillips,Phillips County,3,4266,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,3093819023.79688,227633.738214857,30
36,08,091,08091,OURAY,Ouray,Ouray County,2,4798,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,2274816289.12891,272615.623145942,30
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,6430590598.72656,323583.727603443,30
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,1,13737,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,5542147892.29297,332854.375928837,30
39,08,107,08107,ROUTT,Routt,Routt County,29,25683,112.92,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,10614530971.7148,532136.256905045,30
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,4669808237.98828,359599.201114798,30
41,08,123,08123,WELD,Weld,Weld County,424,314251,134.92,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,18041133099.0898,641092.26859247,30
42,08,069,08069,LARIMER,Larimer,Larimer County,144,350362,41.1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,11869666547.0664,482557.23477005,30
43,08,065,08065,LAKE,Lake,Lake County,3,7762,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,1658108649.73438,213386.288543794,30
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,3769075953.91406,271469.141210196,30
45,08,047,08047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,661227908.605469,121354.050357325,30
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,10467950650.7617,420189.213207024,30
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,7304560868.78125,472651.746203251,30
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,5,7157,69.86,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,9363594130.41406,400120.724499853,30
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,6,9663,62.09,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,1736216264.01172,211108.263142895,30
50,08,075,08075,LOGAN,Logan,Logan County,8,21854,36.61,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,8328152552.15234,372747.682548311,30
51,08,121,08121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,11143769306.3555,459622.732781113,30
52,08,035,08035,DOUGLAS,Douglas,Douglas County,209,342842,60.96,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,3653484422.51172,276727.953834991,30
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,5279802537.71094,331488.671176898,30
54,08,041,08041,EL PASO,El Paso,El Paso County,406,714395,56.83,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,9102643574.50391,401357.096288885,30
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,7549913092.20313,424067.864853848,30
56,08,119,08119,TELLER,Teller,Teller County,11,25060,43.89,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,2392495005.71094,233307.545938797,30
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,90,17173,524.08,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,13869269448.5195,669945.263503513,30
58,08,009,08009,BACA,Baca,Baca County,9,3547,253.74,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,10491691046.9727,413607.350631197,30
59,08,039,08039,ELBERT,Elbert,Elbert County,9,26218,34.33,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,8013602362.3125,412091.404768861,30
60,08,077,08077,MESA,Mesa,Mesa County,20,153630,13.02,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,14355754237.5938,614897.951141589,30
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,4433037486.37891,377983.232895077,30
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,552,651342,84.75,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,3523320321.52344,435283.847309801,30
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,1,14491,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,19590463047.1133,660024.150359288,30
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,211,4565,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 3, 2020",23900,875,126,54,80.17,8286034228.99609,526946.918699701,30
