OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,12,8177,146.75,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,5384599734.96484,409162.439815051,67
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,5044736712.28125,326902.580049715,67
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,74,69453,106.55,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,148046030.359375,146355.830495437,67
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,28,20028,139.8,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,4328004367.16797,386588.205582361,67
23,08,025,08025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,3373467236.0625,243673.421602718,67
24,08,043,08043,FREMONT,Fremont,Fremont County,6,47912,12.52,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,6491723772.80859,368122.636694602,67
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,6600175788.24219,473895.539017731,67
26,08,029,08029,DELTA,Delta,Delta County,6,30936,19.39,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,4913548287.83594,340015.070505667,67
27,08,045,08045,GARFIELD,Garfield,Garfield County,54,59807,90.29,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,12911081555.8047,662380.047263359,67
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,14232867247.625,615863.666810983,67
29,08,087,08087,MORGAN,Morgan,Morgan County,56,28503,196.47,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,5761403665.51953,305025.067510655,67
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,11104214487.6953,501503.379966312,67
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,11,26159,42.05,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,8372827720.81641,400009.056123532,67
32,08,001,08001,ADAMS,Adams,Adams County,593,511473,115.94,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 10, 2020",34873,1376,274,56,121.05,5210141150.01953,511835.400891218,67
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,3634702483.06641,263045.388781546,67
34,08,089,08089,OTERO,Otero,Otero County,5,18364,27.23,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,5290668251.41406,335426.330930159,67
35,08,095,08095,PHILLIPS,Phillips,Phillips County,4,4266,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,3093819023.79688,227633.738214857,67
36,08,091,08091,OURAY,Ouray,Ouray County,4,4798,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,2274816289.12891,272615.623145942,67
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,6430590598.72656,323583.727603443,67
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,6,13737,43.68,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,5542147892.29297,332854.375928837,67
39,08,107,08107,ROUTT,Routt,Routt County,35,25683,136.28,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,10614530971.7148,532136.256905045,67
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,4669808237.98828,359599.201114798,67
41,08,123,08123,WELD,Weld,Weld County,683,314251,217.34,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,18041133099.0898,641092.26859247,67
42,08,069,08069,LARIMER,Larimer,Larimer County,180,350362,51.38,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,11869666547.0664,482557.23477005,67
43,08,065,08065,LAKE,Lake,Lake County,4,7762,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,1658108649.73438,213386.288543794,67
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,3769075953.91406,271469.141210196,67
45,08,047,08047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,661227908.605469,121354.050357325,67
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,10467950650.7617,420189.213207024,67
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,7304560868.78125,472651.746203251,67
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,7,7157,97.81,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,9363594130.41406,400120.724499853,67
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,1736216264.01172,211108.263142895,67
50,08,075,08075,LOGAN,Logan,Logan County,13,21854,59.49,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,8328152552.15234,372747.682548311,67
51,08,121,08121,WASHINGTON,Washington,Washington County,2,4729,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,11143769306.3555,459622.732781113,67
52,08,035,08035,DOUGLAS,Douglas,Douglas County,292,342842,85.17,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,3653484422.51172,276727.953834991,67
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,5279802537.71094,331488.671176898,67
54,08,041,08041,EL PASO,El Paso,El Paso County,578,714395,80.91,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,9102643574.50391,401357.096288885,67
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,7549913092.20313,424067.864853848,67
56,08,119,08119,TELLER,Teller,Teller County,12,25060,47.89,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,2392495005.71094,233307.545938797,67
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,102,17173,593.96,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,13869269448.5195,669945.263503513,67
58,08,009,08009,BACA,Baca,Baca County,10,3547,281.93,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,10491691046.9727,413607.350631197,67
59,08,039,08039,ELBERT,Elbert,Elbert County,14,26218,53.4,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,8013602362.3125,412091.404768861,67
60,08,077,08077,MESA,Mesa,Mesa County,34,153630,22.13,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,14355754237.5938,614897.951141589,67
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,4433037486.37891,377983.232895077,67
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,998,651342,153.22,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,3523320321.52344,435283.847309801,67
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,2,14491,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,19590463047.1133,660024.150359288,67
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,8286034228.99609,526946.918699701,67
