OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
15,08,013,08013,BOULDER,Boulder,Boulder County,143,325476,43.94,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,3280791024.07031,290982.502053684
16,08,031,08031,DENVER,Denver,Denver County,716,717797,99.75,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,680063925.65625,341638.127461467
17,08,085,08085,MONTROSE,Montrose,Montrose County,26,42260,61.52,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,9473395348.78906,544456.741798932
18,08,037,08037,EAGLE,Eagle,Eagle County,333,54863,606.97,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,7395854605.48047,390147.77807481
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,9,8177,110.06,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,5384599734.96484,409162.439815051
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,5044736712.28125,326902.580049715
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,36,69453,51.83,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,148046030.359375,146355.830495437
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,19,20028,94.87,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,4328004367.16797,386588.205582361
23,08,025,08025,CROWLEY,Crowley,Crowley County,1,5857,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,3373467236.0625,243673.421602718
24,08,043,08043,FREMONT,Fremont,Fremont County,2,47912,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,6491723772.80859,368122.636694602
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,6600175788.24219,473895.539017731
26,08,029,08029,DELTA,Delta,Delta County,4,30936,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,4913548287.83594,340015.070505667
27,08,045,08045,GARFIELD,Garfield,Garfield County,45,59807,75.24,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,12911081555.8047,662380.047263359
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,14232867247.625,615863.666810983
29,08,087,08087,MORGAN,Morgan,Morgan County,7,28503,24.56,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,5761403665.51953,305025.067510655
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,11104214487.6953,501503.379966312
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,3,26159,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,8372827720.81641,400009.056123532
32,08,001,08001,ADAMS,Adams,Adams County,294,511473,57.48,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 2, 2020",22071,823,111,53,73.28,5210141150.01953,511835.400891218
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,3634702483.06641,263045.388781546
34,08,089,08089,OTERO,Otero,Otero County,3,18364,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,5290668251.41406,335426.330930159
35,08,095,08095,PHILLIPS,Phillips,Phillips County,2,4266,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,3093819023.79688,227633.738214857
36,08,091,08091,OURAY,Ouray,Ouray County,0,4798,0,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,2274816289.12891,272615.623145942
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,6430590598.72656,323583.727603443
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,1,13737,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,5542147892.29297,332854.375928837
39,08,107,08107,ROUTT,Routt,Routt County,28,25683,109.02,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,10614530971.7148,532136.256905045
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,4669808237.98828,359599.201114798
41,08,123,08123,WELD,Weld,Weld County,379,314251,120.6,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,18041133099.0898,641092.26859247
42,08,069,08069,LARIMER,Larimer,Larimer County,134,350362,38.25,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,11869666547.0664,482557.23477005
43,08,065,08065,LAKE,Lake,Lake County,3,7762,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,1658108649.73438,213386.288543794
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,3769075953.91406,271469.141210196
45,08,047,08047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,661227908.605469,121354.050357325
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,10467950650.7617,420189.213207024
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,7304560868.78125,472651.746203251
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,4,7157,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,9363594130.41406,400120.724499853
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,6,9663,62.09,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,1736216264.01172,211108.263142895
50,08,075,08075,LOGAN,Logan,Logan County,7,21854,32.03,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,8328152552.15234,372747.682548311
51,08,121,08121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,11143769306.3555,459622.732781113
52,08,035,08035,DOUGLAS,Douglas,Douglas County,194,342842,56.59,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,3653484422.51172,276727.953834991
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,5279802537.71094,331488.671176898
54,08,041,08041,EL PASO,El Paso,El Paso County,374,714395,52.35,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,9102643574.50391,401357.096288885
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,7549913092.20313,424067.864853848
56,08,119,08119,TELLER,Teller,Teller County,11,25060,43.89,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,2392495005.71094,233307.545938797
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,88,17173,512.43,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,13869269448.5195,669945.263503513
58,08,009,08009,BACA,Baca,Baca County,9,3547,253.74,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,10491691046.9727,413607.350631197
59,08,039,08039,ELBERT,Elbert,Elbert County,6,26218,22.89,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,8013602362.3125,412091.404768861
60,08,077,08077,MESA,Mesa,Mesa County,20,153630,13.02,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,14355754237.5938,614897.951141589
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,4433037486.37891,377983.232895077
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,500,651342,76.76,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,3523320321.52344,435283.847309801
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,1,14491,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,19590463047.1133,660024.150359288
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,158,4173,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 2, 2020",22071,823,111,53,73.28,8286034228.99609,526946.918699701
