OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
33,08,079,08079,MINERAL,Mineral,Mineral County,1,777,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,3634702483.06641,263045.388781546
34,08,089,08089,OTERO,Otero,Otero County,3,18364,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,5290668251.41406,335426.330930159
35,08,095,08095,PHILLIPS,Phillips,Phillips County,0,4266,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,3093819023.79688,227633.738214857
36,08,091,08091,OURAY,Ouray,Ouray County,0,4798,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,2274816289.12891,272615.623145942
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,6430590598.72656,323583.727603443
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,1,13737,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,5542147892.29297,332854.375928837
39,08,107,08107,ROUTT,Routt,Routt County,16,25683,62.3,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,10614530971.7148,532136.256905045
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,4669808237.98828,359599.201114798
41,08,123,08123,WELD,Weld,Weld County,215,314251,68.42,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,18041133099.0898,641092.26859247
42,08,069,08069,LARIMER,Larimer,Larimer County,92,350362,26.26,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,11869666547.0664,482557.23477005
43,08,065,08065,LAKE,Lake,Lake County,0,7762,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,1658108649.73438,213386.288543794
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,4,11226,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,3769075953.91406,271469.141210196
45,08,047,08047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,661227908.605469,121354.050357325
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,10467950650.7617,420189.213207024
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,7304560868.78125,472651.746203251
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,1,7157,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,9363594130.41406,400120.724499853
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,3,9663,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,1736216264.01172,211108.263142895
50,08,075,08075,LOGAN,Logan,Logan County,5,21854,22.88,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,8328152552.15234,372747.682548311
51,08,121,08121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,11143769306.3555,459622.732781113
52,08,035,08035,DOUGLAS,Douglas,Douglas County,119,342842,34.71,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,3653484422.51172,276727.953834991
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,5279802537.71094,331488.671176898
54,08,041,08041,EL PASO,El Paso,El Paso County,245,714395,34.29,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,9102643574.50391,401357.096288885
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,7549913092.20313,424067.864853848
56,08,119,08119,TELLER,Teller,Teller County,8,25060,31.92,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,2392495005.71094,233307.545938797
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,80,17173,465.85,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,13869269448.5195,669945.263503513
58,08,009,08009,BACA,Baca,Baca County,1,3547,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,10491691046.9727,413607.350631197
59,08,039,08039,ELBERT,Elbert,Elbert County,4,26218,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,8013602362.3125,412091.404768861
60,08,077,08077,MESA,Mesa,Mesa County,12,153630,7.81,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,14355754237.5938,614897.951141589
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,4433037486.37891,377983.232895077
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,288,651342,44.22,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,3523320321.52344,435283.847309801
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,0,14491,0,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,19590463047.1133,660024.150359288
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,160,2627,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 29, 2020",15364,414,51,47,46.13,8286034228.99609,526946.918699701
