OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
11,08,081,08081,MOFFAT,Moffat,Moffat County,4,13181,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,21378597682.3633,615436.363722786,107
12,08,059,08059,JEFFERSON,Jefferson,Jefferson County,930,579491,160.49,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3379799618.59766,374132.11754513,107
13,08,117,08117,SUMMIT,Summit,Summit County,86,30973,277.66,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,2707648429.75781,325660.775440309,107
14,08,101,08101,PUEBLO,Pueblo,Pueblo County,84,167116,50.26,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,10064732291.2969,426421.345889861,107
15,08,013,08013,BOULDER,Boulder,Boulder County,342,325476,105.08,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3280791024.07031,290982.502053684,107
16,08,031,08031,DENVER,Denver,Denver County,1723,717797,240.04,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,680063925.65625,341638.127461467,107
17,08,085,08085,MONTROSE,Montrose,Montrose County,72,42260,170.37,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,9473395348.78906,544456.741798932,107
18,08,037,08037,EAGLE,Eagle,Eagle County,483,54863,880.37,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,7395854605.48047,390147.77807481,107
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,13,8177,158.98,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5384599734.96484,409162.439815051,107
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5044736712.28125,326902.580049715,107
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,101,69453,145.42,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,148046030.359375,146355.830495437,107
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,37,20028,184.74,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,4328004367.16797,386588.205582361,107
23,08,025,08025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3373467236.0625,243673.421602718,107
24,08,043,08043,FREMONT,Fremont,Fremont County,9,47912,18.78,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,6491723772.80859,368122.636694602,107
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,6600175788.24219,473895.539017731,107
26,08,029,08029,DELTA,Delta,Delta County,19,30936,61.42,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,4913548287.83594,340015.070505667,107
27,08,045,08045,GARFIELD,Garfield,Garfield County,70,59807,117.04,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,12911081555.8047,662380.047263359,107
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,14232867247.625,615863.666810983,107
29,08,087,08087,MORGAN,Morgan,Morgan County,147,28503,515.74,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5761403665.51953,305025.067510655,107
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,3,5584,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,11104214487.6953,501503.379966312,107
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,13,26159,49.7,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,8372827720.81641,400009.056123532,107
32,08,001,08001,ADAMS,Adams,Adams County,894,511473,174.79,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 17, 2020",44606,1797,411,56,165.66,5210141150.01953,511835.400891218,107
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3634702483.06641,263045.388781546,107
34,08,089,08089,OTERO,Otero,Otero County,6,18364,32.67,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5290668251.41406,335426.330930159,107
35,08,095,08095,PHILLIPS,Phillips,Phillips County,5,4266,117.21,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3093819023.79688,227633.738214857,107
36,08,091,08091,OURAY,Ouray,Ouray County,5,4798,104.21,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,2274816289.12891,272615.623145942,107
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,6430590598.72656,323583.727603443,107
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,7,13737,50.96,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5542147892.29297,332854.375928837,107
39,08,107,08107,ROUTT,Routt,Routt County,49,25683,190.79,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,10614530971.7148,532136.256905045,107
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,3,804,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,4669808237.98828,359599.201114798,107
41,08,123,08123,WELD,Weld,Weld County,1029,314251,327.45,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,18041133099.0898,641092.26859247,107
42,08,069,08069,LARIMER,Larimer,Larimer County,231,350362,65.93,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,11869666547.0664,482557.23477005,107
43,08,065,08065,LAKE,Lake,Lake County,8,7762,103.07,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,1658108649.73438,213386.288543794,107
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,7,11226,62.36,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3769075953.91406,271469.141210196,107
45,08,047,08047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,661227908.605469,121354.050357325,107
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,10467950650.7617,420189.213207024,107
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,7304560868.78125,472651.746203251,107
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,14,7157,195.61,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,9363594130.41406,400120.724499853,107
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,1736216264.01172,211108.263142895,107
50,08,075,08075,LOGAN,Logan,Logan County,17,21854,77.79,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,8328152552.15234,372747.682548311,107
51,08,121,08121,WASHINGTON,Washington,Washington County,6,4729,126.88,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,11143769306.3555,459622.732781113,107
52,08,035,08035,DOUGLAS,Douglas,Douglas County,360,342842,105,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3653484422.51172,276727.953834991,107
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5279802537.71094,331488.671176898,107
54,08,041,08041,EL PASO,El Paso,El Paso County,721,714395,100.92,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,9102643574.50391,401357.096288885,107
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,7549913092.20313,424067.864853848,107
56,08,119,08119,TELLER,Teller,Teller County,18,25060,71.83,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,2392495005.71094,233307.545938797,107
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,114,17173,663.83,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,13869269448.5195,669945.263503513,107
58,08,009,08009,BACA,Baca,Baca County,10,3547,281.93,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,10491691046.9727,413607.350631197,107
59,08,039,08039,ELBERT,Elbert,Elbert County,23,26218,87.73,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,8013602362.3125,412091.404768861,107
60,08,077,08077,MESA,Mesa,Mesa County,34,153630,22.13,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,14355754237.5938,614897.951141589,107
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,4433037486.37891,377983.232895077,107
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,1498,651342,229.99,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3523320321.52344,435283.847309801,107
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,3,14491,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,19590463047.1133,660024.150359288,107
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,8286034228.99609,526946.918699701,107
