OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
11,08,081,08081,MOFFAT,Moffat,Moffat County,6,13181,45.52,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,21378597682.3633,615436.363722786,123
12,08,059,08059,JEFFERSON,Jefferson,Jefferson County,1064,579491,183.61,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,3379799618.59766,374132.11754513,123
13,08,117,08117,SUMMIT,Summit,Summit County,88,30973,284.12,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,2707648429.75781,325660.775440309,123
14,08,101,08101,PUEBLO,Pueblo,Pueblo County,107,167116,64.03,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,10064732291.2969,426421.345889861,123
15,08,013,08013,BOULDER,Boulder,Boulder County,417,325476,128.12,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,3280791024.07031,290982.502053684,123
16,08,031,08031,DENVER,Denver,Denver County,2071,717797,288.52,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,680063925.65625,341638.127461467,123
17,08,085,08085,MONTROSE,Montrose,Montrose County,82,42260,194.04,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,9473395348.78906,544456.741798932,123
18,08,037,08037,EAGLE,Eagle,Eagle County,488,54863,889.49,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,7395854605.48047,390147.77807481,123
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,17,8177,207.9,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,5384599734.96484,409162.439815051,123
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,5044736712.28125,326902.580049715,123
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,110,69453,158.38,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,148046030.359375,146355.830495437,123
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,55,20028,274.62,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,4328004367.16797,386588.205582361,123
23,08,025,08025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,3373467236.0625,243673.421602718,123
24,08,043,08043,FREMONT,Fremont,Fremont County,19,47912,39.66,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,6491723772.80859,368122.636694602,123
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,6600175788.24219,473895.539017731,123
26,08,029,08029,DELTA,Delta,Delta County,25,30936,80.81,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,4913548287.83594,340015.070505667,123
27,08,045,08045,GARFIELD,Garfield,Garfield County,71,59807,118.72,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,12911081555.8047,662380.047263359,123
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,14232867247.625,615863.666810983,123
29,08,087,08087,MORGAN,Morgan,Morgan County,202,28503,708.7,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,5761403665.51953,305025.067510655,123
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,3,5584,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,11104214487.6953,501503.379966312,123
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,13,26159,49.7,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,8372827720.81641,400009.056123532,123
32,08,001,08001,ADAMS,Adams,Adams County,1033,511473,201.97,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 21, 2020",50645,2123,508,56,191.03,5210141150.01953,511835.400891218,123
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,3634702483.06641,263045.388781546,123
34,08,089,08089,OTERO,Otero,Otero County,7,18364,38.12,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,5290668251.41406,335426.330930159,123
35,08,095,08095,PHILLIPS,Phillips,Phillips County,5,4266,117.21,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,3093819023.79688,227633.738214857,123
36,08,091,08091,OURAY,Ouray,Ouray County,5,4798,104.21,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,2274816289.12891,272615.623145942,123
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,6430590598.72656,323583.727603443,123
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,9,13737,65.52,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,5542147892.29297,332854.375928837,123
39,08,107,08107,ROUTT,Routt,Routt County,52,25683,202.47,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,10614530971.7148,532136.256905045,123
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,3,804,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,4669808237.98828,359599.201114798,123
41,08,123,08123,WELD,Weld,Weld County,1237,314251,393.63,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,18041133099.0898,641092.26859247,123
42,08,069,08069,LARIMER,Larimer,Larimer County,266,350362,75.92,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,11869666547.0664,482557.23477005,123
43,08,065,08065,LAKE,Lake,Lake County,9,7762,115.95,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,1658108649.73438,213386.288543794,123
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,7,11226,62.36,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,3769075953.91406,271469.141210196,123
45,08,047,08047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,661227908.605469,121354.050357325,123
46,08,125,08125,YUMA,Yuma,Yuma County,4,10029,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,10467950650.7617,420189.213207024,123
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,7304560868.78125,472651.746203251,123
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,18,7157,251.5,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,9363594130.41406,400120.724499853,123
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,1736216264.01172,211108.263142895,123
50,08,075,08075,LOGAN,Logan,Logan County,24,21854,109.82,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,8328152552.15234,372747.682548311,123
51,08,121,08121,WASHINGTON,Washington,Washington County,6,4729,126.88,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,11143769306.3555,459622.732781113,123
52,08,035,08035,DOUGLAS,Douglas,Douglas County,392,342842,114.34,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,3653484422.51172,276727.953834991,123
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,5279802537.71094,331488.671176898,123
54,08,041,08041,EL PASO,El Paso,El Paso County,774,714395,108.34,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,9102643574.50391,401357.096288885,123
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,7549913092.20313,424067.864853848,123
56,08,119,08119,TELLER,Teller,Teller County,25,25060,99.76,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,2392495005.71094,233307.545938797,123
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,121,17173,704.59,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,13869269448.5195,669945.263503513,123
58,08,009,08009,BACA,Baca,Baca County,10,3547,281.93,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,10491691046.9727,413607.350631197,123
59,08,039,08039,ELBERT,Elbert,Elbert County,24,26218,91.54,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,8013602362.3125,412091.404768861,123
60,08,077,08077,MESA,Mesa,Mesa County,37,153630,24.08,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,14355754237.5938,614897.951141589,123
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,4433037486.37891,377983.232895077,123
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,1717,651342,263.61,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,3523320321.52344,435283.847309801,123
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,3,14491,-1,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,19590463047.1133,660024.150359288,123
64,08,049,08049,GRAND,Grand,Grand County,5,15474,32.31,5695430,95,10878,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 21, 2020",50645,2123,508,56,191.03,8286034228.99609,526946.918699701,123
65,08,109,08109,SAGUACHE,Saguache,,3,6837,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,13273871024.1289,529491.079018544,
66,08,115,08115,SEDGWICK,Sedgwick,,0,2275,0,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,2491281577.11719,208249.56871408,
67,08,017,08017,CHEYENNE,Cheyenne,,0,1862,0,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,7613550869.75391,373455.831824096,
68,08,027,08027,CUSTER,Custer,,2,4928,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,3100361575.17578,290994.589030107,
69,08,067,08067,LA PLATA,La Plata,,55,56403,97.51,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,6966607866.58203,371001.027724019,
70,08,111,08111,SAN JUAN,San Juan,,0,762,0,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,1611963627.42969,209303.346789561,
71,08,097,08097,PITKIN,Pitkin,,57,17879,318.81,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,4204962607.14063,360368.050497512,
72,08,093,08093,PARK,Park,,6,18557,32.33,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,9525822458.41406,477017.520520283,
73,08,003,08003,ALAMOSA,Alamosa,,9,16184,55.61,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,2987314188.43359,224661.437209443,
74,08,099,08099,PROWERS,Prowers,,1,12078,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,6861386117.78516,333326.752196427,
75,08,081,08081,MOFFAT,Moffat,,6,13181,45.52,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,21378597682.3633,615436.363722786,
76,08,059,08059,JEFFERSON,Jefferson,,1075,579491,185.51,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,3379799618.59766,374132.11754513,
77,08,117,08117,SUMMIT,Summit,,89,30973,287.35,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,2707648429.75781,325660.775440309,
78,08,101,08101,PUEBLO,Pueblo,,108,167116,64.63,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,10064732291.2969,426421.345889861,
79,08,013,08013,BOULDER,Boulder,,426,325476,130.89,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,3280791024.07031,290982.502053684,
80,08,031,08031,DENVER,Denver,,2172,717797,302.59,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,680063925.65625,341638.127461467,
81,08,085,08085,MONTROSE,Montrose,,82,42260,194.04,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,9473395348.78906,544456.741798932,
82,08,037,08037,EAGLE,Eagle,,489,54863,891.31,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,7395854605.48047,390147.77807481,
83,08,113,08113,SAN MIGUEL,San Miguel,,17,8177,207.9,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,5384599734.96484,409162.439815051,
84,08,023,08023,COSTILLA,Costilla,,3,3809,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,5044736712.28125,326902.580049715,
85,08,014,08014,BROOMFIELD,Broomfield,,113,69453,162.7,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,148046030.359375,146355.830495437,
86,08,015,08015,CHAFFEE,Chaffee,,55,20028,274.62,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,4328004367.16797,386588.205582361,
87,08,025,08025,CROWLEY,Crowley,,2,5857,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,3373467236.0625,243673.421602718,
88,08,043,08043,FREMONT,Fremont,,19,47912,39.66,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,6491723772.80859,368122.636694602,
89,08,055,08055,HUERFANO,Huerfano,,1,6854,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,6600175788.24219,473895.539017731,
90,08,029,08029,DELTA,Delta,,25,30936,80.81,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,4913548287.83594,340015.070505667,
91,08,045,08045,GARFIELD,Garfield,,74,59807,123.73,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,12911081555.8047,662380.047263359,
92,08,103,08103,RIO BLANCO,Rio Blanco,,1,6305,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,14232867247.625,615863.666810983,
93,08,087,08087,MORGAN,Morgan,,214,28503,750.8,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,5761403665.51953,305025.067510655,
94,08,073,08073,LINCOLN,Lincoln,,3,5584,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,11104214487.6953,501503.379966312,
95,08,083,08083,MONTEZUMA,Montezuma,,15,26159,57.34,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,8372827720.81641,400009.056123532,
96,08,001,08001,ADAMS,Adams,,1082,511473,211.55,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,5210141150.01953,511835.400891218,
97,08,079,08079,MINERAL,Mineral,,2,777,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,3634702483.06641,263045.388781546,
98,08,089,08089,OTERO,Otero,,7,18364,38.12,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,5290668251.41406,335426.330930159,
99,08,095,08095,PHILLIPS,Phillips,,5,4266,117.21,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,3093819023.79688,227633.738214857,
100,08,091,08091,OURAY,Ouray,,5,4798,104.21,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,2274816289.12891,272615.623145942,
101,08,011,08011,BENT,Bent,,0,5819,0,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,6430590598.72656,323583.727603443,
102,08,007,08007,ARCHULETA,Archuleta,,8,13737,58.24,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,5542147892.29297,332854.375928837,
103,08,107,08107,ROUTT,Routt,,52,25683,202.47,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,10614530971.7148,532136.256905045,
104,08,053,08053,HINSDALE,Hinsdale,,3,804,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,4669808237.98828,359599.201114798,
105,08,123,08123,WELD,Weld,,1263,314251,401.91,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,18041133099.0898,641092.26859247,
106,08,069,08069,LARIMER,Larimer,,274,350362,78.2,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,11869666547.0664,482557.23477005,
107,08,065,08065,LAKE,Lake,,10,7762,128.83,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,1658108649.73438,213386.288543794,
108,08,105,08105,RIO GRANDE,Rio Grande,,7,11226,62.36,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,3769075953.91406,271469.141210196,
109,08,047,08047,GILPIN,Gilpin,,1,6097,-1,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,661227908.605469,121354.050357325,
110,08,125,08125,YUMA,Yuma,,5,10029,49.86,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,10467950650.7617,420189.213207024,
111,08,057,08057,JACKSON,Jackson,,0,1396,0,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,7304560868.78125,472651.746203251,
112,08,063,08063,KIT CARSON,Kit Carson,,18,7157,251.5,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,9363594130.41406,400120.724499853,
113,08,019,08019,CLEAR CREEK,Clear Creek,,12,9663,124.19,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,1736216264.01172,211108.263142895,
114,08,075,08075,LOGAN,Logan,,24,21854,109.82,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,8328152552.15234,372747.682548311,
115,08,121,08121,WASHINGTON,Washington,,6,4729,126.88,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,11143769306.3555,459622.732781113,
116,08,035,08035,DOUGLAS,Douglas,,399,342842,116.38,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,3653484422.51172,276727.953834991,
117,08,021,08021,CONEJOS,Conejos,,0,8136,0,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,5279802537.71094,331488.671176898,
118,08,041,08041,EL PASO,El Paso,,798,714395,111.7,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,9102643574.50391,401357.096288885,
119,08,061,08061,KIOWA,Kiowa,,0,1373,0,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,7549913092.20313,424067.864853848,
120,08,119,08119,TELLER,Teller,,25,25060,99.76,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,2392495005.71094,233307.545938797,
121,08,051,08051,GUNNISON,Gunnison,,121,17173,704.59,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,13869269448.5195,669945.263503513,
122,08,009,08009,BACA,Baca,,10,3547,281.93,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,10491691046.9727,413607.350631197,
123,08,039,08039,ELBERT,Elbert,,26,26218,99.17,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,8013602362.3125,412091.404768861,
124,08,077,08077,MESA,Mesa,,37,153630,24.08,5695430,,11262,Colorado Department of Public Health and Environment,"Data through April 22, 2020",52324,2237,552,56,197.78,14355754237.5938,614897.951141589,
