OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,6,13737,43.68,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,5542147892.29297,332854.375928837,100
39,08,107,08107,ROUTT,Routt,Routt County,46,25683,179.11,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,10614530971.7148,532136.256905045,100
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,3,804,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,4669808237.98828,359599.201114798,100
41,08,123,08123,WELD,Weld,Weld County,986,314251,313.76,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,18041133099.0898,641092.26859247,100
42,08,069,08069,LARIMER,Larimer,Larimer County,224,350362,63.93,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,11869666547.0664,482557.23477005,100
43,08,065,08065,LAKE,Lake,Lake County,8,7762,103.07,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,1658108649.73438,213386.288543794,100
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,7,11226,62.36,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3769075953.91406,271469.141210196,100
45,08,047,08047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,661227908.605469,121354.050357325,100
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,10467950650.7617,420189.213207024,100
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,7304560868.78125,472651.746203251,100
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,13,7157,181.64,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,9363594130.41406,400120.724499853,100
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,1736216264.01172,211108.263142895,100
50,08,075,08075,LOGAN,Logan,Logan County,17,21854,77.79,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,8328152552.15234,372747.682548311,100
51,08,121,08121,WASHINGTON,Washington,Washington County,5,4729,105.73,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,11143769306.3555,459622.732781113,100
52,08,035,08035,DOUGLAS,Douglas,Douglas County,353,342842,102.96,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3653484422.51172,276727.953834991,100
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,5279802537.71094,331488.671176898,100
54,08,041,08041,EL PASO,El Paso,El Paso County,705,714395,98.68,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,9102643574.50391,401357.096288885,100
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,7549913092.20313,424067.864853848,100
56,08,119,08119,TELLER,Teller,Teller County,18,25060,71.83,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,2392495005.71094,233307.545938797,100
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,112,17173,652.19,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,13869269448.5195,669945.263503513,100
58,08,009,08009,BACA,Baca,Baca County,10,3547,281.93,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,10491691046.9727,413607.350631197,100
59,08,039,08039,ELBERT,Elbert,Elbert County,20,26218,76.28,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,8013602362.3125,412091.404768861,100
60,08,077,08077,MESA,Mesa,Mesa County,34,153630,22.13,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,14355754237.5938,614897.951141589,100
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,4433037486.37891,377983.232895077,100
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,1419,651342,217.86,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3523320321.52344,435283.847309801,100
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,3,14491,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,19590463047.1133,660024.150359288,100
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,8286034228.99609,526946.918699701,100
