OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
36,08,091,08091,OURAY,Ouray,Ouray County,3,4798,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,2274816289.12891,272615.623145942,44
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,6430590598.72656,323583.727603443,44
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,6,13737,43.68,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,5542147892.29297,332854.375928837,44
39,08,107,08107,ROUTT,Routt,Routt County,32,25683,124.6,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,10614530971.7148,532136.256905045,44
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,4669808237.98828,359599.201114798,44
41,08,123,08123,WELD,Weld,Weld County,537,314251,170.88,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,18041133099.0898,641092.26859247,44
42,08,069,08069,LARIMER,Larimer,Larimer County,161,350362,45.95,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,11869666547.0664,482557.23477005,44
43,08,065,08065,LAKE,Lake,Lake County,3,7762,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,1658108649.73438,213386.288543794,44
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3769075953.91406,271469.141210196,44
45,08,047,08047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,661227908.605469,121354.050357325,44
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,10467950650.7617,420189.213207024,44
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,7304560868.78125,472651.746203251,44
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,5,7157,69.86,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,9363594130.41406,400120.724499853,44
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,7,9663,72.44,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,1736216264.01172,211108.263142895,44
50,08,075,08075,LOGAN,Logan,Logan County,13,21854,59.49,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,8328152552.15234,372747.682548311,44
51,08,121,08121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,11143769306.3555,459622.732781113,44
52,08,035,08035,DOUGLAS,Douglas,Douglas County,232,342842,67.67,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3653484422.51172,276727.953834991,44
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,5279802537.71094,331488.671176898,44
54,08,041,08041,EL PASO,El Paso,El Paso County,457,714395,63.97,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,9102643574.50391,401357.096288885,44
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,7549913092.20313,424067.864853848,44
56,08,119,08119,TELLER,Teller,Teller County,12,25060,47.89,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,2392495005.71094,233307.545938797,44
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,95,17173,553.19,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,13869269448.5195,669945.263503513,44
58,08,009,08009,BACA,Baca,Baca County,9,3547,253.74,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,10491691046.9727,413607.350631197,44
59,08,039,08039,ELBERT,Elbert,Elbert County,9,26218,34.33,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,8013602362.3125,412091.404768861,44
60,08,077,08077,MESA,Mesa,Mesa County,27,153630,17.57,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,14355754237.5938,614897.951141589,44
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,4433037486.37891,377983.232895077,44
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,718,651342,110.23,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3523320321.52344,435283.847309801,44
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,1,14491,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,19590463047.1133,660024.150359288,44
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,8286034228.99609,526946.918699701,44
