OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
11,08,081,08081,MOFFAT,Moffat,Moffat County,0,13201,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,21378597682.3633,615436.363722786
12,08,059,08059,JEFFERSON,Jefferson,Jefferson County,43,579877,7.42,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,3379799618.59766,374132.11754513
13,08,117,08117,SUMMIT,Summit,Summit County,7,30978,22.6,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,2707648429.75781,325660.775440309
14,08,101,08101,PUEBLO,Pueblo,Pueblo County,3,167081,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,10064732291.2969,426421.345889861
15,08,013,08013,BOULDER,Boulder,Boulder County,30,325520,9.22,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,3280791024.07031,290982.502053684
16,08,031,08031,DENVER,Denver,Denver County,97,717862,13.51,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,680063925.65625,341638.127461467
17,08,085,08085,MONTROSE,Montrose,Montrose County,1,42280,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,9473395348.78906,544456.741798932
18,08,037,08037,EAGLE,Eagle,Eagle County,74,54895,134.8,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,7395854605.48047,390147.77807481
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,1,8196,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,5384599734.96484,409162.439815051
20,08,023,08023,COSTILLA,Costilla,Costilla County,0,3819,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,5044736712.28125,326902.580049715
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,1,69130,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,148046030.359375,146355.830495437
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,2,20010,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,4328004367.16797,386588.205582361
23,08,025,08025,CROWLEY,Crowley,Crowley County,1,5855,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,3373467236.0625,243673.421602718
24,08,043,08043,FREMONT,Fremont,Fremont County,0,47921,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,6491723772.80859,368122.636694602
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,0,6850,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,6600175788.24219,473895.539017731
26,08,029,08029,DELTA,Delta,Delta County,0,30936,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,4913548287.83594,340015.070505667
27,08,045,08045,GARFIELD,Garfield,Garfield County,7,59854,11.7,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,12911081555.8047,662380.047263359
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,0,6293,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,14232867247.625,615863.666810983
29,08,087,08087,MORGAN,Morgan,Morgan County,2,28436,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,5761403665.51953,305025.067510655
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,0,5574,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,11104214487.6953,501503.379966312
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,0,26121,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,8372827720.81641,400009.056123532
32,08,001,08001,ADAMS,Adams,Adams County,14,511720,2.74,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"March 21, 2020",4550,49,5,29,8.34,5210141150.01953,511835.400891218
33,08,079,08079,MINERAL,Mineral,Mineral County,0,754,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,3634702483.06641,263045.388781546
34,08,089,08089,OTERO,Otero,Otero County,0,18352,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,5290668251.41406,335426.330930159
35,08,095,08095,PHILLIPS,Phillips,Phillips County,0,4280,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,3093819023.79688,227633.738214857
36,08,091,08091,OURAY,Ouray,Ouray County,0,4812,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,2274816289.12891,272615.623145942
37,08,011,08011,BENT,Bent,Bent County,0,5833,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,6430590598.72656,323583.727603443
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,0,13764,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,5542147892.29297,332854.375928837
39,08,107,08107,ROUTT,Routt,Routt County,2,25716,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,10614530971.7148,532136.256905045
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,4669808237.98828,359599.201114798
41,08,123,08123,WELD,Weld,Weld County,21,314288,6.68,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,18041133099.0898,641092.26859247
42,08,069,08069,LARIMER,Larimer,Larimer County,19,350424,5.42,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,11869666547.0664,482557.23477005
43,08,065,08065,LAKE,Lake,Lake County,0,7766,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,1658108649.73438,213386.288543794
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,0,11213,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,3769075953.91406,271469.141210196
45,08,047,08047,GILPIN,Gilpin,Gilpin County,0,6096,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,661227908.605469,121354.050357325
46,08,125,08125,YUMA,Yuma,Yuma County,1,10037,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,10467950650.7617,420189.213207024
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1394,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,7304560868.78125,472651.746203251
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,0,7169,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,9363594130.41406,400120.724499853
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,3,9659,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,1736216264.01172,211108.263142895
50,08,075,08075,LOGAN,Logan,Logan County,0,21858,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,8328152552.15234,372747.682548311
51,08,121,08121,WASHINGTON,Washington,Washington County,0,4716,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,11143769306.3555,459622.732781113
52,08,035,08035,DOUGLAS,Douglas,Douglas County,27,342937,7.87,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,3653484422.51172,276727.953834991
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8151,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,5279802537.71094,331488.671176898
54,08,041,08041,EL PASO,El Paso,El Paso County,37,714536,5.18,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,9102643574.50391,401357.096288885
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,7549913092.20313,424067.864853848
56,08,119,08119,TELLER,Teller,Teller County,0,25068,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,2392495005.71094,233307.545938797
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,18,17182,104.76,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,13869269448.5195,669945.263503513
58,08,009,08009,BACA,Baca,Baca County,0,3551,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,10491691046.9727,413607.350631197
59,08,039,08039,ELBERT,Elbert,Elbert County,3,26243,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,8013602362.3125,412091.404768861
60,08,077,08077,MESA,Mesa,Mesa County,1,153628,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,14355754237.5938,614897.951141589
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2050,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,4433037486.37891,377983.232895077
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,40,651513,6.14,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,3523320321.52344,435283.847309801
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,0,14529,0,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,19590463047.1133,660024.150359288
64,08,049,08049,GRAND,Grand,Grand County,2,15503,-1,5695430,1,475,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 21, 2020",4550,49,5,29,8.34,8286034228.99609,526946.918699701
