OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,4669808237.98828,359599.201114798
41,08,123,08123,WELD,Weld,Weld County,180,314251,57.28,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,18041133099.0898,641092.26859247
42,08,069,08069,LARIMER,Larimer,Larimer County,84,350362,23.98,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,11869666547.0664,482557.23477005
43,08,065,08065,LAKE,Lake,Lake County,0,7762,0,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,1658108649.73438,213386.288543794
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,3,11226,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,3769075953.91406,271469.141210196
45,08,047,08047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,661227908.605469,121354.050357325
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,10467950650.7617,420189.213207024
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,7304560868.78125,472651.746203251
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,1,7157,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,9363594130.41406,400120.724499853
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,3,9663,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,1736216264.01172,211108.263142895
50,08,075,08075,LOGAN,Logan,Logan County,5,21854,22.88,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,8328152552.15234,372747.682548311
51,08,121,08121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,11143769306.3555,459622.732781113
52,08,035,08035,DOUGLAS,Douglas,Douglas County,102,342842,29.75,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,3653484422.51172,276727.953834991
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,5279802537.71094,331488.671176898
54,08,041,08041,EL PASO,El Paso,El Paso County,214,714395,29.96,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,9102643574.50391,401357.096288885
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,7549913092.20313,424067.864853848
56,08,119,08119,TELLER,Teller,Teller County,7,25060,27.93,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,2392495005.71094,233307.545938797
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,79,17173,460.02,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,13869269448.5195,669945.263503513
58,08,009,08009,BACA,Baca,Baca County,1,3547,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,10491691046.9727,413607.350631197
59,08,039,08039,ELBERT,Elbert,Elbert County,3,26218,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,8013602362.3125,412091.404768861
60,08,077,08077,MESA,Mesa,Mesa County,11,153630,7.16,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,14355754237.5938,614897.951141589
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,4433037486.37891,377983.232895077
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,241,651342,37,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,3523320321.52344,435283.847309801
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,0,14491,0,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,19590463047.1133,660024.150359288
64,08,049,08049,GRAND,Grand,Grand County,2,15474,-1,5695430,186,2307,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 28, 2020",14470,326,47,46,40.51,8286034228.99609,526946.918699701
