OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
52,08,035,08035,DOUGLAS,Douglas,Douglas County,312,342842,91,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,3653484422.51172,276727.953834991,83
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,5279802537.71094,331488.671176898,83
54,08,041,08041,EL PASO,El Paso,El Paso County,668,714395,93.51,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,9102643574.50391,401357.096288885,83
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,7549913092.20313,424067.864853848,83
56,08,119,08119,TELLER,Teller,Teller County,16,25060,63.85,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,2392495005.71094,233307.545938797,83
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,104,17173,605.6,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,13869269448.5195,669945.263503513,83
58,08,009,08009,BACA,Baca,Baca County,10,3547,281.93,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,10491691046.9727,413607.350631197,83
59,08,039,08039,ELBERT,Elbert,Elbert County,16,26218,61.03,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,8013602362.3125,412091.404768861,83
60,08,077,08077,MESA,Mesa,Mesa County,34,153630,22.13,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,14355754237.5938,614897.951141589,83
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,4433037486.37891,377983.232895077,83
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,1243,651342,190.84,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,3523320321.52344,435283.847309801,83
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,2,14491,-1,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,19590463047.1133,660024.150359288,83
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,111,8280,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 14, 2020",40533,1636,357,56,145.41,8286034228.99609,526946.918699701,83
