OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
15,08,013,08013,BOULDER,Boulder,Boulder County,293,325476,90.02,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3280791024.07031,290982.502053684,78
16,08,031,08031,DENVER,Denver,Denver County,1402,717797,195.32,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,680063925.65625,341638.127461467,78
17,08,085,08085,MONTROSE,Montrose,Montrose County,63,42260,149.08,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,9473395348.78906,544456.741798932,78
18,08,037,08037,EAGLE,Eagle,Eagle County,468,54863,853.03,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,7395854605.48047,390147.77807481,78
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,12,8177,146.75,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,5384599734.96484,409162.439815051,78
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,5044736712.28125,326902.580049715,78
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,88,69453,126.7,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,148046030.359375,146355.830495437,78
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,28,20028,139.8,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,4328004367.16797,386588.205582361,78
23,08,025,08025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3373467236.0625,243673.421602718,78
24,08,043,08043,FREMONT,Fremont,Fremont County,8,47912,16.7,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,6491723772.80859,368122.636694602,78
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,6600175788.24219,473895.539017731,78
26,08,029,08029,DELTA,Delta,Delta County,12,30936,38.79,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,4913548287.83594,340015.070505667,78
27,08,045,08045,GARFIELD,Garfield,Garfield County,59,59807,98.65,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,12911081555.8047,662380.047263359,78
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,14232867247.625,615863.666810983,78
29,08,087,08087,MORGAN,Morgan,Morgan County,89,28503,312.25,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,5761403665.51953,305025.067510655,78
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,2,5584,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,11104214487.6953,501503.379966312,78
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,12,26159,45.87,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,8372827720.81641,400009.056123532,78
32,08,001,08001,ADAMS,Adams,Adams County,726,511473,141.94,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 13, 2020",39580,1556,329,56,139.46,5210141150.01953,511835.400891218,78
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3634702483.06641,263045.388781546,78
34,08,089,08089,OTERO,Otero,Otero County,5,18364,27.23,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,5290668251.41406,335426.330930159,78
35,08,095,08095,PHILLIPS,Phillips,Phillips County,4,4266,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3093819023.79688,227633.738214857,78
36,08,091,08091,OURAY,Ouray,Ouray County,4,4798,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,2274816289.12891,272615.623145942,78
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,6430590598.72656,323583.727603443,78
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,6,13737,43.68,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,5542147892.29297,332854.375928837,78
39,08,107,08107,ROUTT,Routt,Routt County,41,25683,159.64,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,10614530971.7148,532136.256905045,78
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,3,804,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,4669808237.98828,359599.201114798,78
41,08,123,08123,WELD,Weld,Weld County,858,314251,273.03,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,18041133099.0898,641092.26859247,78
42,08,069,08069,LARIMER,Larimer,Larimer County,198,350362,56.51,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,11869666547.0664,482557.23477005,78
43,08,065,08065,LAKE,Lake,Lake County,5,7762,64.42,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,1658108649.73438,213386.288543794,78
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3769075953.91406,271469.141210196,78
45,08,047,08047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,661227908.605469,121354.050357325,78
46,08,125,08125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,10467950650.7617,420189.213207024,78
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,7304560868.78125,472651.746203251,78
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,8,7157,111.78,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,9363594130.41406,400120.724499853,78
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,1736216264.01172,211108.263142895,78
50,08,075,08075,LOGAN,Logan,Logan County,13,21854,59.49,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,8328152552.15234,372747.682548311,78
51,08,121,08121,WASHINGTON,Washington,Washington County,5,4729,105.73,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,11143769306.3555,459622.732781113,78
52,08,035,08035,DOUGLAS,Douglas,Douglas County,311,342842,90.71,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3653484422.51172,276727.953834991,78
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,5279802537.71094,331488.671176898,78
54,08,041,08041,EL PASO,El Paso,El Paso County,652,714395,91.27,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,9102643574.50391,401357.096288885,78
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,7549913092.20313,424067.864853848,78
56,08,119,08119,TELLER,Teller,Teller County,16,25060,63.85,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,2392495005.71094,233307.545938797,78
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,99,17173,576.49,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,13869269448.5195,669945.263503513,78
58,08,009,08009,BACA,Baca,Baca County,10,3547,281.93,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,10491691046.9727,413607.350631197,78
59,08,039,08039,ELBERT,Elbert,Elbert County,17,26218,64.84,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,8013602362.3125,412091.404768861,78
60,08,077,08077,MESA,Mesa,Mesa County,35,153630,22.78,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,14355754237.5938,614897.951141589,78
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,4433037486.37891,377983.232895077,78
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,1183,651342,181.63,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3523320321.52344,435283.847309801,78
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,2,14491,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,19590463047.1133,660024.150359288,78
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,8286034228.99609,526946.918699701,78
