OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,101,69453,145.42,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,148046030.359375,146355.830495437,111
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,38,20028,189.73,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,4328004367.16797,386588.205582361,111
23,08,025,08025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3373467236.0625,243673.421602718,111
24,08,043,08043,FREMONT,Fremont,Fremont County,10,47912,20.87,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,6491723772.80859,368122.636694602,111
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,6600175788.24219,473895.539017731,111
26,08,029,08029,DELTA,Delta,Delta County,22,30936,71.11,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,4913548287.83594,340015.070505667,111
27,08,045,08045,GARFIELD,Garfield,Garfield County,70,59807,117.04,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,12911081555.8047,662380.047263359,111
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,14232867247.625,615863.666810983,111
29,08,087,08087,MORGAN,Morgan,Morgan County,157,28503,550.82,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,5761403665.51953,305025.067510655,111
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,3,5584,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,11104214487.6953,501503.379966312,111
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,13,26159,49.7,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,8372827720.81641,400009.056123532,111
32,08,001,08001,ADAMS,Adams,Adams County,915,511473,178.9,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 18, 2020",46195,1813,422,56,170.87,5210141150.01953,511835.400891218,111
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3634702483.06641,263045.388781546,111
34,08,089,08089,OTERO,Otero,Otero County,6,18364,32.67,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,5290668251.41406,335426.330930159,111
35,08,095,08095,PHILLIPS,Phillips,Phillips County,5,4266,117.21,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3093819023.79688,227633.738214857,111
36,08,091,08091,OURAY,Ouray,Ouray County,5,4798,104.21,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,2274816289.12891,272615.623145942,111
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,6430590598.72656,323583.727603443,111
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,7,13737,50.96,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,5542147892.29297,332854.375928837,111
39,08,107,08107,ROUTT,Routt,Routt County,49,25683,190.79,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,10614530971.7148,532136.256905045,111
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,3,804,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,4669808237.98828,359599.201114798,111
41,08,123,08123,WELD,Weld,Weld County,1070,314251,340.49,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,18041133099.0898,641092.26859247,111
42,08,069,08069,LARIMER,Larimer,Larimer County,239,350362,68.22,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,11869666547.0664,482557.23477005,111
43,08,065,08065,LAKE,Lake,Lake County,8,7762,103.07,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,1658108649.73438,213386.288543794,111
44,08,105,08105,RIO GRANDE,Rio Grande,Rio Grande County,7,11226,62.36,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3769075953.91406,271469.141210196,111
45,08,047,08047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,661227908.605469,121354.050357325,111
46,08,125,08125,YUMA,Yuma,Yuma County,3,10029,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,10467950650.7617,420189.213207024,111
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,7304560868.78125,472651.746203251,111
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,18,7157,251.5,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,9363594130.41406,400120.724499853,111
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,1736216264.01172,211108.263142895,111
50,08,075,08075,LOGAN,Logan,Logan County,17,21854,77.79,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,8328152552.15234,372747.682548311,111
51,08,121,08121,WASHINGTON,Washington,Washington County,6,4729,126.88,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,11143769306.3555,459622.732781113,111
52,08,035,08035,DOUGLAS,Douglas,Douglas County,368,342842,107.34,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3653484422.51172,276727.953834991,111
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,5279802537.71094,331488.671176898,111
54,08,041,08041,EL PASO,El Paso,El Paso County,731,714395,102.32,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,9102643574.50391,401357.096288885,111
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,7549913092.20313,424067.864853848,111
56,08,119,08119,TELLER,Teller,Teller County,24,25060,95.77,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,2392495005.71094,233307.545938797,111
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,114,17173,663.83,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,13869269448.5195,669945.263503513,111
58,08,009,08009,BACA,Baca,Baca County,10,3547,281.93,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,10491691046.9727,413607.350631197,111
59,08,039,08039,ELBERT,Elbert,Elbert County,23,26218,87.73,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,8013602362.3125,412091.404768861,111
60,08,077,08077,MESA,Mesa,Mesa County,35,153630,22.78,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,14355754237.5938,614897.951141589,111
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,4433037486.37891,377983.232895077,111
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,1536,651342,235.82,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3523320321.52344,435283.847309801,111
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,3,14491,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,19590463047.1133,660024.150359288,111
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,8286034228.99609,526946.918699701,111
