ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,642,14,15,35,62,87,93,125,122,68,20,1,0 to 101,56,0,380,258,4,636,6,0,14,41,123,506,642,93,549,0,0,636,60,30,3,0,0,50,40,2,2,11,17,12,14,13,8,7,7,0,0 to 95,48,42,32,10,6,10,70,10,17,2,12,0,0,4,93,43,50,90,3,0,1468,2,1564,1470,93,4,133,95,,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1401,71,67,145,167,183,193,203,197,113,56,6,0 to 99,49,0,891,505,5,1375,26,0,48,53,407,854,1400,382,1018,0,1,1374,230,146,6,0,0,238,138,25,23,49,53,59,61,57,28,9,18,0,0 to 98,42,77,259,20,20,21,304,51,71,0,17,0,1,4,382,140,242,376,6,0,2720,20,3130,2740,382,4,521,421,,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2282,7,10,175,697,565,409,278,96,30,7,8,0 to 105,38,0,204,2071,7,2282,0,0,4,1,275,2145,2282,277,2005,0,0,2282,272,4,0,0,0,25,251,3,4,29,65,58,65,43,7,1,1,0,0 to 85,40,161,102,5,8,8,181,87,10,0,5,0,0,1,276,251,25,276,0,0,2349,0,2627,2349,276,1,151,126,,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2126,28,43,191,558,428,334,252,174,72,42,4,0 to 118,40,0,528,1576,22,2120,6,0,46,9,183,1682,2125,439,1686,0,1,2119,426,10,2,1,0,135,301,17,26,61,108,77,70,56,17,6,1,0,0 to 86,35,167,229,35,5,68,219,149,62,1,16,0,0,2,439,303,136,436,3,0,2858,3,3301,2861,439,2,44,42,,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,4445,53,60,436,652,640,727,771,531,323,196,56,0 to 119,49,3,2474,1917,51,4384,61,0,263,28,425,3417,4443,1431,3012,0,2,4382,1269,119,40,2,3,751,633,19,28,255,304,246,232,178,105,47,15,1,0 to 96,38,789,163,66,370,166,793,429,157,7,54,2,3,8,1430,659,767,1388,42,0,11590,22,13068,11612,1430,8,146,138,,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3806,100,118,276,483,494,506,726,587,301,206,9,0 to 119,53,0,2088,1632,86,3788,18,0,307,63,366,3177,3803,624,3179,0,3,3785,575,44,5,0,0,253,366,20,28,63,119,105,92,97,60,28,12,0,0 to 118,42,263,177,61,118,65,418,136,15,0,60,0,0,4,624,370,254,619,5,0,7084,13,7728,7097,624,4,38,36,,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1057,34,22,126,159,152,170,171,113,76,32,2,0 to 99,47,1,571,432,53,997,60,0,69,16,127,838,1048,180,868,0,9,988,121,59,0,0,1,80,96,2,6,29,28,29,27,28,13,15,3,0,1 to 97,43,119,34,6,21,3,145,32,29,0,20,0,0,4,180,96,80,180,0,0,2959,58,3197,3017,180,4,211,210,,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,992,16,16,83,150,139,163,169,161,69,25,1,0 to 119,51,0,475,502,15,978,14,0,14,5,214,751,992,234,758,0,0,978,202,27,3,2,0,45,184,2,0,27,66,54,40,20,15,6,4,0,1 to 93,38,133,71,9,16,16,176,37,9,0,7,0,0,1,234,185,49,229,5,0,2589,9,2838,2598,234,1,175,169,,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9085,200,296,794,1041,1133,1197,1501,1470,1016,413,24,0 to 100,53,1,4501,4156,427,8987,98,0,644,82,1784,6553,9046,2901,6144,1,39,8948,2867,15,18,0,1,1342,1525,97,177,461,524,513,462,293,183,121,66,3,0 to 99,38,1053,147,865,817,1504,757,621,435,3,241,2,1,42,2900,1535,1350,2882,18,0,17663,77,20671,17740,2900,42,1301,1290,,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,70253,1664,2233,7728,11934,10394,10672,10786,8073,4322,1988,459,0 to 119,45,133,39399,30376,345,69801,452,0,1440,458,5110,64631,70103,20509,49572,22,150,69629,20016,384,105,3,126,10703,9495,416,837,3778,4797,3245,2907,2126,1097,619,339,347,0 to 104,35,6129,2459,2249,9563,4138,5440,10822,1433,12,828,9,3,189,20508,9545,10761,20400,108,0,151279,341,172330,151620,20508,189,4977,4630,,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,19556,346,581,1621,2211,2270,2596,3397,3498,2130,802,104,0 to 119,55,38,10957,8292,269,19266,290,0,1182,177,1368,16865,19554,5420,14130,4,2,19260,5300,65,54,0,36,2792,2533,106,311,874,990,896,791,653,399,251,147,1,0 to 101,39,2175,429,421,2340,1239,1555,2571,272,5,363,3,2,140,5419,2555,2822,5365,54,0,51847,234,57534,52081,5419,140,456,358,,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,9490,169,257,832,1180,1348,1563,1620,1389,790,320,22,0 to 101,51,8,5420,3949,113,9467,23,0,370,130,817,8349,9480,1602,7877,1,10,9456,1506,91,5,0,4,866,724,14,48,227,277,253,273,220,157,84,48,1,0 to 100,44,715,283,123,476,141,929,527,237,0,136,0,0,39,1602,727,868,1597,5,0,21648,18,23280,21666,1602,39,965,932,,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1490,51,129,222,279,193,186,179,148,75,28,0,0 to 94,38,0,811,655,24,1482,8,0,72,2,747,746,1490,613,877,0,0,1482,427,180,5,1,0,316,287,22,63,108,131,92,75,50,46,20,6,0,0 to 87,32,455,69,58,25,420,164,23,94,3,52,3,1,4,613,291,318,607,6,0,2725,2,3341,2727,613,4,1090,989,,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,17140,205,303,1280,2094,2058,2470,2828,3059,2012,802,29,0 to 168,55,24,10343,6733,40,17112,28,0,4510,177,1730,12733,17008,1776,15232,0,132,16981,1728,40,5,1,17,898,847,24,52,278,349,305,269,228,157,84,27,1,0 to 97,40,1136,250,125,257,304,1187,277,269,3,174,0,0,15,1774,848,903,1768,6,0,29950,20,31761,29970,1774,15,1253,1088,,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,23705,222,425,1659,2712,2661,3413,4680,4240,2307,1100,286,0 to 119,56,14,13247,9828,616,23593,112,0,769,230,1635,21063,23686,4164,19522,0,19,23574,3798,335,26,4,11,2182,1933,50,137,676,799,579,607,566,396,208,136,9,0 to 102,42,1759,545,770,1059,572,2187,1374,541,7,322,5,0,78,4163,1947,2198,4133,30,0,47954,81,52252,48035,4163,78,1822,1200,,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,877,21,29,76,98,144,111,144,136,76,41,1,0 to 118,52,1,524,338,14,877,0,0,14,6,137,742,877,125,752,0,0,877,104,21,0,0,1,69,54,0,5,19,15,20,14,15,20,13,4,0,6 to 91,48,88,15,1,21,0,100,25,23,0,14,0,0,4,125,54,69,125,0,0,1596,0,1722,1596,125,4,207,152,,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,17644,268,325,1231,1863,1838,2271,2806,3014,2101,693,1234,0 to 103,56,31,9291,7346,976,17499,145,0,242,222,933,16630,17597,2783,14814,0,47,17454,2735,25,23,0,27,1403,1321,43,84,473,545,414,442,374,219,139,46,4,0 to 103,40,840,306,362,1252,356,981,1423,251,12,152,5,1,27,2783,1333,1413,2760,23,0,42210,120,45141,42330,2783,27,1058,766,,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1922,32,34,200,248,213,262,365,286,198,82,2,0 to 118,54,1,1103,801,17,1918,4,0,58,16,364,1438,1922,282,1640,0,0,1918,252,27,0,3,1,109,168,3,4,58,53,41,37,39,28,12,6,1,2 to 99,41,120,22,99,38,110,132,37,31,0,20,0,0,2,282,170,110,279,3,0,3836,1,4126,3837,282,2,441,391,,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4307,37,37,127,209,222,341,585,1535,984,145,85,0 to 119,69,2,2141,1987,177,4230,77,0,215,164,411,3681,4282,681,3601,0,25,4205,621,55,4,1,2,282,385,1,12,41,43,73,89,102,188,110,22,0,4 to 92,63,401,84,21,170,34,459,183,141,1,85,0,0,18,681,387,285,676,5,0,11859,72,12623,11931,681,18,312,300,,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,20595,283,493,2208,2946,2808,3138,3226,2690,1315,626,862,0 to 119,48,19,11597,8840,139,20548,47,0,511,246,1188,19111,20567,4538,16028,1,28,20520,4459,61,16,0,10,2435,2061,58,116,1016,1003,651,635,461,273,178,145,0,0 to 104,36,1728,418,434,1940,524,1225,2771,380,5,213,1,0,25,4536,2067,2445,4520,16,0,44489,30,49099,44519,4536,25,1479,1236,,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,79023,1369,1872,8450,13318,12046,12227,11731,8071,3843,1471,4625,0 to 120,45,176,42649,35881,317,77747,1275,1,1457,585,3173,74232,78743,19378,59364,1,280,77468,18940,121,311,5,159,9339,9549,283,479,4094,5092,3315,2722,1880,884,445,169,14,0 to 106,34,4264,2498,2835,9464,2480,3839,12742,1132,50,578,39,5,85,19377,9718,9478,19060,316,1,167004,950,187559,167954,19377,85,2263,2035,,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4640,60,92,292,470,437,566,856,987,664,208,8,0 to 222,59,0,2589,1880,171,4632,8,0,154,119,763,3976,4635,620,4014,1,5,4627,416,201,1,0,0,308,307,6,16,81,87,78,90,127,74,40,19,0,0 to 97,49,466,38,42,71,44,481,92,55,0,67,0,0,16,618,307,309,617,1,0,12353,6,12986,12359,618,16,1532,1077,,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4738,86,87,439,649,575,697,814,647,464,276,4,0 to 102,52,0,2799,1923,16,4713,25,0,303,66,688,3680,4736,947,3789,0,2,4711,761,174,10,1,0,468,467,13,26,157,179,125,146,130,95,53,22,0,0 to 100,41,654,68,72,141,135,549,251,185,2,93,2,1,10,946,471,475,935,11,0,12509,14,13474,12523,946,10,1183,1132,,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,46770,485,782,3787,6485,5583,6716,8490,7382,4519,2452,89,0 to 120,54,26,26678,19959,107,46414,356,0,3331,411,4253,36889,46727,11755,34971,1,43,46370,11488,181,78,7,22,6222,5390,150,384,1852,2577,1604,1627,1518,923,660,451,8,0 to 104,40,5078,2023,634,3934,881,6195,4593,1275,20,971,18,2,262,11754,5439,6258,11669,85,0,114730,268,126834,114998,11754,262,966,874,,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2668,88,98,258,360,332,325,400,329,251,216,11,0 to 118,51,0,1642,949,77,2652,16,0,96,110,578,1798,2668,761,1907,0,0,2652,630,115,13,3,0,421,314,32,55,119,114,117,106,81,59,49,28,1,0 to 102,40,364,110,160,111,259,360,126,111,1,70,0,0,22,761,320,431,745,16,0,4400,0,5164,4400,761,22,163,159,,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,59872,996,1464,6445,10650,8975,9041,9848,7008,3530,1784,131,-6 to 119,46,91,32762,26321,698,59179,693,0,1238,454,3990,55670,59772,13727,46034,11,100,59072,12588,974,149,13,70,7122,6350,166,471,2416,3484,2357,1900,1488,827,382,227,6,0 to 102,36,3414,4098,1215,4835,1199,6490,5873,731,24,420,12,4,87,13724,6440,7191,13562,162,0,128525,521,142961,129046,13724,87,3617,3500,,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,392,7,3,47,49,43,40,47,54,57,44,1,0 to 119,56,0,245,138,9,392,0,0,11,0,49,360,392,61,331,0,0,392,54,7,0,0,0,30,28,2,3,7,12,5,10,10,8,2,2,0,3 to 98,47,34,11,6,10,10,41,10,13,0,4,0,0,0,61,28,30,61,0,0,645,0,708,645,61,0,43,43,,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,739,19,26,66,77,74,124,141,125,67,20,0,0 to 94,53,0,423,313,3,680,59,0,35,1,116,603,739,101,638,0,0,680,93,3,5,0,0,51,45,1,5,22,15,15,23,12,6,1,1,0,2 to 89,40,63,25,3,5,12,78,6,18,1,5,1,0,0,101,49,52,96,5,0,2281,54,2440,2335,101,0,191,188,,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1259,13,28,82,84,120,145,412,287,74,14,0,0 to 118,59,0,353,900,6,1259,0,0,30,4,83,1107,1258,120,1138,0,1,1258,96,24,0,0,0,35,85,1,8,26,13,11,8,28,22,3,0,0,4 to 80,47,74,32,4,10,5,102,13,14,0,10,0,0,2,120,85,35,120,0,0,2574,0,2695,2574,120,2,179,177,,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1570,23,32,138,202,186,235,301,193,151,103,6,0 to 118,53,0,985,562,23,1568,2,0,52,34,128,1331,1569,145,1424,0,1,1567,89,56,0,0,0,91,54,1,7,19,17,25,24,14,9,17,12,0,1 to 107,47,96,41,4,4,6,135,4,25,0,18,0,0,2,145,54,91,145,0,0,3079,2,3229,3081,145,2,348,316,,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1427,20,37,126,170,195,239,265,223,112,39,1,0 to 102,52,0,797,620,10,1422,5,0,35,13,163,1160,1427,164,1263,0,0,1422,137,24,2,1,0,80,81,1,3,36,32,27,29,21,9,5,1,0,3 to 86,39,93,35,6,27,7,123,31,22,0,9,0,0,1,164,82,82,161,3,0,2939,2,3108,2941,164,1,286,211,,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,22507,288,424,1722,2503,2537,3142,4765,4153,2200,624,149,0 to 119,56,8,12626,9770,103,22484,23,0,807,107,1095,19828,22500,3634,18866,0,7,22477,3533,82,14,3,8,1857,1741,40,91,747,747,542,511,448,270,137,97,2,0 to 101,38,1890,265,263,1197,529,1825,1261,440,4,224,3,0,34,3632,1748,1867,3615,17,0,58346,6,62046,58352,3632,34,1163,1105,,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,25127,605,789,2407,3704,3577,3633,3736,3383,2073,886,334,0 to 119,48,105,14020,10820,182,25019,108,0,947,231,2620,21600,25102,7882,17219,1,25,24993,7171,681,24,5,105,4027,3709,147,321,1207,1589,1423,1153,885,595,351,209,1,0 to 103,39,3452,1248,656,2496,1806,3014,3032,980,10,596,5,1,151,7881,3721,4044,7852,29,0,57888,75,65923,57963,7881,151,2488,1917,,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,17215,253,520,1548,2765,2654,2843,2669,1957,972,344,690,0 to 155,47,31,9436,7676,72,17113,102,0,1226,390,1700,14858,17153,4575,12576,2,62,17050,4459,42,72,2,29,2285,2182,67,164,687,1099,832,775,482,276,153,38,2,0 to 102,37,1434,237,1289,1541,1774,772,1955,469,9,237,7,2,37,4575,2233,2307,4501,74,0,33481,27,38160,33508,4575,37,1860,1349,,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4216,78,77,234,458,398,502,666,761,661,361,20,0 to 119,60,4,2523,1657,32,4150,66,0,104,47,420,3687,4211,590,3620,1,5,4144,532,55,3,0,1,312,273,15,19,68,89,83,90,102,63,54,7,0,0 to 95,48,319,106,84,78,182,314,91,130,2,89,1,0,13,590,276,312,587,3,0,10628,63,11300,10691,590,13,746,632,,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,34177,441,668,3196,4620,4489,4907,5440,5298,3475,1578,65,0 to 119,52,144,19213,14635,185,33109,1067,1,1112,613,3750,29458,34160,10631,23527,2,17,33091,10093,342,190,6,140,5386,4896,169,326,1703,2058,1696,1644,1300,819,534,372,10,0 to 101,41,4740,1106,335,4254,2636,3361,4438,1368,17,742,15,4,203,10631,4999,5474,10434,196,1,68545,868,80067,69413,10631,203,3245,1642,,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,20266,523,813,2219,2519,2646,2732,2894,2930,2214,738,38,0 to 105,50,39,10756,9363,108,19890,376,0,727,356,3703,15914,20129,6733,13393,3,137,19750,6279,355,81,16,33,3303,3286,185,348,1230,1141,1148,1022,795,434,299,129,0,0 to 101,38,3151,335,488,2660,2719,1397,2518,722,21,463,11,6,96,6731,3340,3340,6634,97,0,38396,279,45447,38675,6731,96,4604,3620,,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,205361,2426,3952,18519,34678,33308,37112,33577,21962,12268,6868,691,0 to 225,47,174,106521,97639,1027,203727,1633,1,5014,2785,16424,182149,205180,69807,135276,97,181,203451,68106,1021,667,9,134,34628,34334,843,1774,8575,13656,11810,12459,9763,5668,3172,1996,87,0 to 108,43,25808,7470,2431,33418,26781,9213,33133,8239,55,4443,31,15,1175,69803,34681,34933,69126,676,1,369303,940,440839,370243,69803,1175,7083,6343,,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4395,60,87,310,592,610,746,905,662,312,109,2,0 to 101,52,2,2267,2111,15,4304,91,0,1355,83,734,3286,4357,641,3716,0,38,4269,597,23,17,4,1,273,341,16,24,66,125,106,111,79,68,32,13,1,0 to 100,43,324,20,13,263,152,200,268,89,5,35,4,0,6,641,352,283,620,21,0,7445,66,8155,7511,641,6,1296,1019,,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,8251,256,315,960,1136,1127,1237,1282,1098,580,250,10,0 to 119,47,8,4537,3668,38,8180,71,0,245,99,975,7208,8250,1413,6837,0,1,8179,1341,61,10,0,8,699,687,20,31,419,255,178,210,145,81,48,25,0,0 to 101,34,930,89,33,350,37,973,392,69,0,82,1,0,11,1412,691,705,1402,10,0,16020,60,17501,16080,1412,11,2071,1526,,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,2213,55,60,247,287,312,319,358,267,171,134,3,0 to 101,49,1,1187,990,35,2103,110,0,82,15,272,1509,2213,622,1591,0,0,2103,539,24,56,3,1,265,296,7,21,138,109,108,76,92,37,27,7,0,0 to 101,38,469,42,9,43,122,408,33,65,9,38,2,0,10,622,324,296,563,59,0,4575,51,5252,4626,622,10,279,224,,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3438,37,53,305,575,575,595,527,350,254,161,6,0 to 105,47,0,1562,1790,86,3413,25,0,24,19,721,2784,3434,652,2781,1,4,3408,600,41,10,1,0,221,418,6,10,70,122,122,124,95,53,28,22,0,0 to 100,44,260,191,33,157,34,362,245,100,2,68,0,0,2,652,424,226,641,11,0,6032,14,6709,6046,652,2,835,634,,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,1049,15,23,76,118,130,167,221,140,104,55,0,0 to 119,54,7,611,412,19,1041,8,0,40,9,227,793,1046,205,841,0,3,1038,171,29,4,0,7,99,94,1,5,22,29,22,30,38,27,22,8,0,3 to 99,54,99,50,6,45,2,146,52,21,0,24,0,0,13,204,96,101,200,4,0,2140,4,2349,2144,204,13,273,215,,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3840,60,73,362,424,463,543,703,637,393,178,4,0 to 103,54,4,2078,1589,169,3717,123,0,140,28,441,3377,3830,571,3259,0,10,3708,524,24,20,2,3,272,273,8,14,129,94,92,86,76,45,14,12,0,0 to 94,40,321,62,28,137,32,369,147,89,1,34,0,0,3,570,281,286,548,22,0,9409,100,10087,9509,570,3,759,753,,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,381,7,16,51,80,79,46,35,33,26,6,2,1 to 90,39,0,184,196,1,381,0,0,44,3,145,177,381,209,172,0,0,381,207,2,0,0,0,85,124,4,5,35,57,55,28,15,6,2,1,1,1 to 89,36,159,30,12,8,122,76,11,31,0,20,0,0,1,209,124,85,209,0,0,577,0,788,577,209,1,193,134,,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,6149,69,61,339,535,606,864,1171,1145,782,569,8,0 to 119,60,16,3570,2505,58,6127,22,0,324,62,581,5197,6146,1212,4933,1,3,6123,1029,177,5,1,16,644,542,12,17,117,135,116,168,215,174,129,127,2,0 to 101,56,864,79,47,216,81,870,255,158,1,174,1,0,79,1212,543,648,1206,6,0,15968,16,17208,15984,1212,79,157,138,,3.83218059315228,0.165856243943894
