OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
46,08,125,08125,YUMA,Yuma,Yuma County,1,10037,9.96,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,10467950650.7617,420189.213207024
47,08,057,08057,JACKSON,Jackson,Jackson County,0,1394,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,7304560868.78125,472651.746203251
48,08,063,08063,KIT CARSON,Kit Carson,Kit Carson County,0,7169,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,9363594130.41406,400120.724499853
49,08,019,08019,CLEAR CREEK,Clear Creek,Clear Creek County,2,9659,20.71,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,1736216264.01172,211108.263142895
50,08,075,08075,LOGAN,Logan,Logan County,0,21858,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,8328152552.15234,372747.682548311
51,08,121,08121,WASHINGTON,Washington,Washington County,0,4716,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,11143769306.3555,459622.732781113
52,08,035,08035,DOUGLAS,Douglas,Douglas County,17,342937,4.96,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,3653484422.51172,276727.953834991
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8151,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,5279802537.71094,331488.671176898
54,08,041,08041,EL PASO,El Paso,El Paso County,27,714536,3.78,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,9102643574.50391,401357.096288885
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,7549913092.20313,424067.864853848
56,08,119,08119,TELLER,Teller,Teller County,0,25068,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,2392495005.71094,233307.545938797
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,13,17182,75.66,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,13869269448.5195,669945.263503513
58,08,009,08009,BACA,Baca,Baca County,0,3551,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,10491691046.9727,413607.350631197
59,08,039,08039,ELBERT,Elbert,Elbert County,0,26243,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,8013602362.3125,412091.404768861
60,08,077,08077,MESA,Mesa,Mesa County,1,153628,0.65,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,14355754237.5938,614897.951141589
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2050,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,4433037486.37891,377983.232895077
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,29,651513,4.45,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,3523320321.52344,435283.847309801
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,0,14529,0,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,19590463047.1133,660024.150359288
64,08,049,08049,GRAND,Grand,Grand County,3,15503,19.35,5695430,20,363,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"March 20, 2020",3680,44,4,24,6.37,8286034228.99609,526946.918699701
